"Permanent & long-term migration by EVERY country of residence and citizenship (Monthly)","","","",""
"","","","Arrivals","Departures"
" ","Saudi Arabia","1978M04",0,4
" "," ","1978M05",0,4
" "," ","1978M06",4,4
" "," ","1978M07",0,0
" ","Seychelles","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Sudan","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","St Helena","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Sierra Leone","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Senegal","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Somalia","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","South Sudan","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Sao Tome and Principe","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Syria","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Swaziland","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Chad","1978M04",0,4
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Togo","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Tunisia","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Turkey","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,4
" ","Tanzania","1978M04",0,4
" "," ","1978M05",8,8
" "," ","1978M06",0,0
" "," ","1978M07",4,0
" ","Uganda","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Yemen, Democratic","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Yemen","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Mayotte","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","South Africa","1978M04",12,16
" "," ","1978M05",12,12
" "," ","1978M06",0,8
" "," ","1978M07",8,8
" ","Zambia","1978M04",4,4
" "," ","1978M05",4,8
" "," ","1978M06",8,0
" "," ","1978M07",0,0
" ","Zimbabwe","1978M04",0,0
" "," ","1978M05",4,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","NOT STATED","1978M04",28,252
" "," ","1978M05",56,352
" "," ","1978M06",52,236
" "," ","1978M07",60,244
" ","TOTAL ALL COUNTRIES OF RESIDENCE","1978M04",1204,4796
" "," ","1978M05",1688,5492
" "," ","1978M06",1024,4492
" "," ","1978M07",1252,4540
"Australian Citizen","OCEANIA","1978M04",340,388
" "," ","1978M05",320,392
" "," ","1978M06",376,424
" "," ","1978M07",360,292
" ","Antarctica","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Samoa, American","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Australia","1978M04",268,376
" "," ","1978M05",260,360
" "," ","1978M06",336,416
" "," ","1978M07",316,292
" ","Cocos (Keeling) Islands","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Cook Islands","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Christmas Island","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Fiji","1978M04",4,0
" "," ","1978M05",4,4
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Micronesia, Federated States of","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Guam","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Kiribati","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Marshall Islands","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Northern Mariana Islands","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","New Caledonia","1978M04",0,0
" "," ","1978M05",0,4
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Norfolk Island","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Nauru","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Niue","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","New Zealand","1978M04",64,8
" "," ","1978M05",56,24
" "," ","1978M06",24,4
" "," ","1978M07",40,0
" ","French Polynesia","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Papua New Guinea","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",16,0
" "," ","1978M07",0,0
" ","Pitcairn","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Palau","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Solomon Islands","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","French Southern Territories","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Tokelau","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Tonga","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,4
" "," ","1978M07",0,0
" ","Tuvalu","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Vanuatu","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Wallis and Futuna","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Samoa","1978M04",4,4
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",4,0
" ","ASIA","1978M04",8,4
" "," ","1978M05",16,8
" "," ","1978M06",8,0
" "," ","1978M07",0,4
" ","Afghanistan","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Armenia","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Azerbaijan","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Bangladesh","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Brunei Darussalam","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Bhutan","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","China, People's Republic of","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Georgia","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Hong Kong (Special Administrative Region)","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Indonesia","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","India","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Japan","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Kyrgyzstan","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Cambodia","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Korea, Democratic People's Republic of","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Korea, Republic of","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Kazakhstan","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Laos","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Sri Lanka","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Burma (Myanmar)","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Mongolia","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Macau (Special Administrative Region)","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Maldives","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Malaysia","1978M04",0,0
" "," ","1978M05",0,4
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Nepal","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Philippines","1978M04",4,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,4
" ","Pakistan","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Singapore","1978M04",4,0
" "," ","1978M05",16,4
" "," ","1978M06",8,0
" "," ","1978M07",0,0
" ","Thailand","1978M04",0,4
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Tajikistan","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Timor-Leste","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Turkmenistan","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Taiwan","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Uzbekistan","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Viet Nam","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","EUROPE","1978M04",0,32
" "," ","1978M05",20,4
" "," ","1978M06",16,36
" "," ","1978M07",4,20
" ","Andorra","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Albania","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Austria","1978M04",0,0
" "," ","1978M05",4,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Bosnia and Herzegovina","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Belgium","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Bulgaria","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Belarus","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Switzerland","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Czechoslovakia","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Cyprus","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Czech Republic","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Germany, Democratic Republic of","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Germany","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",4,0
" "," ","1978M07",0,0
" ","Denmark","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Estonia","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Spain","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Finland","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Faeroe Islands","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","France","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","United Kingdom","1978M04",0,32
" "," ","1978M05",16,4
" "," ","1978M06",12,32
" "," ","1978M07",4,20
" ","Gibraltar","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Greenland","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Greece","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Croatia","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Hungary","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Ireland","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Iceland","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Italy","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Kosovo","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Liechtenstein","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Lithuania","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Luxembourg","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Latvia","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Monaco","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Moldova","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Montenegro","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Former Yugoslav Republic of Macedonia (FYROM)","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Malta","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Netherlands","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,4
" "," ","1978M07",0,0
" ","Norway","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Poland","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Portugal","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Romania","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Serbia","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Russia","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Sweden","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Slovenia","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Slovakia","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","San Marino","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Union of Soviet Socialist Republics","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Ukraine","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Vatican City State","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Yugoslavia/Serbia and Montenegro","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","AMERICAS","1978M04",0,8
" "," ","1978M05",0,4
" "," ","1978M06",0,12
" "," ","1978M07",12,0
" ","Antigua and Barbuda","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Anguilla","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Netherlands Antilles","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Argentina","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Aruba","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Barbados","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Bermuda","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Bolivia","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Brazil","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Bahamas","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Belize","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Canada","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",4,0
" ","Chile","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Colombia","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Costa Rica","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Cuba","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Curacao","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Dominica","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Dominican Republic","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Ecuador","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Falkland Islands","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Grenada","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","French Guiana","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Guadeloupe","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","South Georgia and the South Sandwich Islands","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Guatemala","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Guyana","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Honduras","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Haiti","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Jamaica","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","St Kitts and Nevis","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Cayman Islands","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","St Lucia","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Martinique","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Montserrat","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Mexico","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Nicaragua","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Panama","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Peru","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","St Pierre and Miquelon","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Puerto Rico","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Paraguay","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Suriname","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","El Salvador","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","St Maarten (Dutch Part)","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Turks and Caicos Islands","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Trinidad and Tobago","1978M04",0,4
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","United States Minor Outlying Islands","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","United States of America","1978M04",0,4
" "," ","1978M05",0,4
" "," ","1978M06",0,12
" "," ","1978M07",8,0
" ","Uruguay","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","St Vincent and the Grenadines","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Venezuela","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Virgin Islands, British","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Virgin Islands, United States","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","AFRICA AND THE MIDDLE EAST","1978M04",0,0
" "," ","1978M05",4,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","United Arab Emirates","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Angola","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Burkina Faso","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Bahrain","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Burundi","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Benin","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Botswana","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Congo, the Democratic Republic of the","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Central African Republic","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Congo","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Cote d'Ivoire","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Cameroon","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Cabo Verde","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Djibouti","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Algeria","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Egypt","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Western Sahara","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Eritrea","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Ethiopia","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Gabon","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Ghana","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Gambia","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Guinea","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Equatorial Guinea","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Guinea-Bissau","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Israel","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","British Indian Ocean Territory","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Iraq","1978M04",0,0
" "," ","1978M05",0,0
